"ALK 1","7597758000817","LORATADINA 10MG X 10 TAB (ALESS) / 1.05                                                                                 ","0","  18 ","  20 ","  4 ","  17 ","  14 ","  73 ","  15 ","  6 ","0","F24",""
"ALK 1","7597758001579","LORATADINA SOL ORAL 5MG-5ML 60ML (ALESS) / 1.40                                                                         ","0","  10 ","  2 ","  3 ","  2 ","  24 ","  41 ","  8 ","  12 ","0","F24",""
"ALK 1","7597758000671","METRONIDAZOL 500MG X 10 OVULOS VAGINAL  (ALESS) / 5.41                                                                  ","  1 ","  10 ","  7 ","  11 ","  9 ","  4 ","  42 ","  8 ","  12 ","0","F24",""
"ALK 1","7597758001111","METRONIDAZOL SUSP ORAL 250MG-5ML (ALESS) / 4.44                                                                         ","0","  2 ","  9 ","  9 ","  7 ","  5 ","  32 ","  6 ","  6 ","0","F24",""
"ALK 1","7597758001647","NITAZONE SUSPENSION FRESA 100MG-5 ML X 30 ML ALESS / 2.86                                                               ","0","0","  5 ","  4 ","  3 ","0","  12 ","  2 ","  6 ","0","F24",""
"ALK 1","7597758000329","OLMESARTAN 40 MG X 30 TAB. ( ALESS) / 6.87                                                                              ","  1 ","  1 ","  9 ","  5 ","  4 ","  6 ","  26 ","  5 ","  6 ","0","F24",""
"ALK 1","7597758000312","OLMESARTAN MEDOXOMIL 20 MG X 30 TAB. (ALESS) / 3.79                                                                     ","0","  2 ","  4 ","  4 ","  2 ","0","  12 ","  2 ","  6 ","0","F24",""
"ALK 1","7597758000299","PANTOPRAZOL SODICO 40MG 7TAB (ALESS) / 1.43                                                                             ","0","0","  5 ","  2 ","  2 ","  3 ","  12 ","  2 ","  6 ","0","F24",""
"ALK 1","7597758001005","PATFLUX (PANTOPRAZOL) 40MG X 14TAB ( ALESS) / 2.75                                                                      ","0","  2 ","  6 ","  4 ","  3 ","  4 ","  19 ","  4 ","  6 ","0","F24",""
"ALK 1","7597758001272","PREGABALINA 150MG X 30 TAB ALESS / 7.25                                                                                 ","0","0","  6 ","  4 ","  3 ","0","  13 ","  3 ","  3 ","0","F24",""
"ALK 1","7597758001265","PREGABALINA 75MG X 30CAP ALESS / 3.80                                                                                   ","0","0","  10 ","  3 ","  12 ","  5 ","  30 ","  6 ","  6 ","0","F24",""
"ALK 1","7597758000626","TAMSULOSINA 0.4MG X30TAB (ALESS) / 3.81                                                                                 ","0","0","  8 ","  3 ","  1 ","  3 ","  15 ","  3 ","  6 ","0","F24",""
"ALK 1","7597758000053","TIOCOLCHICOSIDO 4MG-2ML AMP (ALESS)                                                                                     ","0","0","0","0","  7 ","  16 ","  23 ","  5 ","  1 ","0","F24",""
"ALK 1","7597758001616","TORLAK SL (KETOROLAC) 30MG X 4 TAB ALESS / 1.89                                                                         ","0","  5 ","0","  1 ","0","0","  6 ","  1 ","  6 ","0","F24",""
"ALK 1","7597758001135","XANEXTRA (ACIDO TRANEXANICO) 500X 21 COMP ALESS / 10.53                                                                 ","0","  2 ","  3 ","  1 ","  2 ","  1 ","  9 ","  2 ","  3 ","0","F24",""
"ALK 1","75971335","XANEXTRA 500MG-5ML AMPOLLA I.V (ACIDO TRANEXANICO) ALESS / 2.01                                                         ","0","0","  2 ","  2 ","0","  2 ","  6 ","  1 ","  6 ","0","F24",""
"ALK 2","7597758000459","ACETAMINOFEN JBE 180MG-5ML X120ML ALESS                                                                                 ","0","  5 ","  11 ","  8 ","0","  6 ","  30 ","  6 ","","0","F24",""
"ALK 2","75971182","OMEFLU (OMEPRAZOL) AMP 40MG (ALESS) / 1.32                                                                              ","0","  9 ","  1 ","  4 ","0","0","  14 ","  3 ","0","0","F24",""
"ALK 2","75971236","VANCINA CANCOMICINA 500MG X 1 AMP. (ALESS)                                                                              ","0","0","0","0","0","0","0","0","0","0","F24",""
"ALK 2","75971281","LIDOCAINA 2% X 30 ML (ALESS)                                                                                            ","0","0","0","0","0","0","0","0","0","0","F24",""
"ALK 2","75971298","TIAZILIM (PIPERACILINA+TAZOBACTAM) 4-0.5MG X 1 AMP ALESS                                                                ","0","0","0","0","0","0","0","0","0","0","F24",""
"ALK 2","75971328","CEFALOTINA 1GR X 1 AMP ALESS                                                                                            ","0","0","0","0","0","0","0","0","0","0","F24",""
"ALK 2","75971335","XANEXTRA 500MG-5ML AMPOLLA I.V (ACIDO TRANEXANICO) ALESS / 2.01                                                         ","0","0","0","0","  1 ","  1 ","  2 ","  0 ","0","0","F24",""
"ALK 2","75971342","CYTRIAX 1GR (CEFTRIAXONA) ALESS                                                                                         ","0","0","0","0","0","0","0","0","0","0","F24",""
"ALK 2","7597758000022","HIDROCORTISONA AMP IV 500MG X10 ALESS                                                                                   ","0","0","0","0","0","0","0","0","0","0","F24",""
"ALK 2","7597758000053","TIOCOLCHICOSIDO 4MG-2ML AMP (ALESS) / 0.97                                                                              ","0","  13 ","  5 ","0","0","0","  18 ","  4 ","0","0","F24",""
"ALK 2","7597758000060","OMEFLUX 20MG X 10 CAP ( OMEPRAZOL ) (ALESS) / 1.01                                                                      ","0","  80 ","  20 ","0","0","0","  100 ","  20 ","0","0","F24",""
"ALK 2","7597758000091","BISOPROLOL 2.5MG + HIDROCLOROTIAZIDA 6.25MG X 15 TAB (ALESS) / 2.04                                                     ","0","0","0","0","0","0","0","0","0","0","F24",""
"ALK 2","7597758000121","BISOPROLOL FUMARATO 5 MG X 30 TAB. (ALESS) / 3.64                                                                       ","0","  5 ","  4 ","  4 ","  1 ","  6 ","  20 ","  4 ","0","0","F24",""
"ALK 2","7597758000138","LOSARTAN POTASICO 50 MG X 30 TAB. (ALESS) / 1.31                                                                        ","0","  3 ","  1 ","0","  1 ","  4 ","  9 ","  2 ","0","0","F24",""
"ALK 2","7597758000411","CLINDAMICINA IV-IM 150-4ML X1 AMP ALESS / 1.56                                                                          ","0","0","  8 ","0","0","0","  8 ","  2 ","0","0","F24",""
"ALK 2","7597758000480","LEVOTIROXINA SODICA 50MCG X 50TAB (ALESS) / 5.29                                                                        ","0","  2 ","0","0","0","0","  2 ","  0 ","0","0","F24",""
"ALK 2","7597758000497","LEVOTIROXINA SODICA 100MCG X 50TAB (ALESS) / 6.09                                                                       ","0","  3 ","  2 ","  3 ","  2 ","  4 ","  14 ","  3 ","0","0","F24",""
"ALK 2","7597758000503","CARBAMAZEPINA 200MG X30TAB (ALESS) / 2.75                                                                               ","0","  4 ","  4 ","  4 ","  4 ","  2 ","  18 ","  4 ","0","0","F24",""
